Product ID,Invoice Date,Region,State,City,Gender Type,Operating Profit,Operating Margin,Sales Method
EE6822,10/19/2021,Northeast,New Hampshire,Manchester,Women,2799.36,0.48,Online
FV3290,11/18/2021,Northeast,New Hampshire,Manchester,Men,4216.68,0.53,Online
FV3305,11/18/2021,Northeast,New Hampshire,Manchester,Men,3159.52,0.52,Online
EE8081,11/18/2021,Northeast,New Hampshire,Manchester,Women,2948.4,0.45,Online
B37680,11/18/2021,Northeast,New Hampshire,Manchester,Women,2176,0.4,Online
CG6270,11/18/2021,Northeast,New Hampshire,Manchester,Men,2415.42,0.42,Online
CQ2031,11/18/2021,Northeast,New Hampshire,Manchester,Women,4252.56,0.47,Online
CG6037,12/17/2021,Northeast,New Hampshire,Manchester,Men,6599.45,0.55,Online
EF3539,12/17/2021,Northeast,New Hampshire,Manchester,Men,3731.75,0.55,Online
EE4919,12/17/2021,Northeast,New Hampshire,Manchester,Women,2812.32,0.42,Online
FU9349,12/17/2021,Northeast,New Hampshire,Manchester,Women,2400.64,0.44,Online
CL9960,12/17/2021,Northeast,New Hampshire,Manchester,Men,3341.1,0.43,Online
EF0091,12/17/2021,Northeast,New Hampshire,Manchester,Women,4242.42,0.49,Online
CL9968,1/24/2021,Northeast,New Hampshire,Manchester,Men,3468.4,0.46,Online
F33805,1/24/2021,Northeast,New Hampshire,Manchester,Men,1974,0.47,Online
EE6031,1/24/2021,Northeast,New Hampshire,Manchester,Women,1386,0.35,Online
BC0033,1/24/2021,Northeast,New Hampshire,Manchester,Women,707.07,0.37,Online
EE7030,1/24/2021,Northeast,New Hampshire,Manchester,Men,1198.8,0.37,Online
EE4923,1/24/2021,Northeast,New Hampshire,Manchester,Women,1895.4,0.45,Online
EE6089,2/22/2021,Northeast,New Hampshire,Manchester,Men,4048.2,0.45,Online
EE6108,2/22/2021,Northeast,New Hampshire,Manchester,Men,1438.42,0.46,Online
CQ2460,2/22/2021,Northeast,New Hampshire,Manchester,Women,1427.6,0.4,Online
B37681,10/19/2021,Northeast,New Hampshire,Manchester,Men,3538.08,0.42,Outlet
CQ2035,10/19/2021,Northeast,New Hampshire,Manchester,Men,1916.64,0.44,Outlet
CG6618,10/19/2021,Northeast,New Hampshire,Manchester,Women,1029.6,0.33,Outlet
FV3667,10/19/2021,Northeast,New Hampshire,Manchester,Women,858.88,0.32,Outlet
CQ2044,10/19/2021,Northeast,New Hampshire,Manchester,Men,928,0.32,Outlet
FW9617,10/19/2021,Northeast,New Hampshire,Manchester,Women,2246.4,0.39,Outlet
CM4692,11/18/2021,Northeast,New Hampshire,Manchester,Men,3780.13,0.43,Outlet
B44619,11/18/2021,Northeast,New Hampshire,Manchester,Men,2058.84,0.43,Outlet
CP9514,11/18/2021,Northeast,New Hampshire,Manchester,Women,2034.9,0.35,Outlet
FV6058,11/18/2021,Northeast,New Hampshire,Manchester,Women,1666.68,0.34,Outlet
G27720,11/18/2021,Northeast,New Hampshire,Manchester,Men,1925.76,0.34,Outlet
CQ2333,11/18/2021,Northeast,New Hampshire,Manchester,Women,3001.2,0.41,Outlet
FV6057,12/17/2021,Northeast,New Hampshire,Manchester,Men,4606,0.47,Outlet
FV6056,12/17/2021,Northeast,New Hampshire,Manchester,Men,2634.24,0.42,Outlet
EE5521,12/17/2021,Northeast,New Hampshire,Manchester,Women,2165.76,0.36,Outlet
B37974,12/17/2021,Northeast,New Hampshire,Manchester,Women,1989.4,0.35,Outlet
BD7575,12/17/2021,Northeast,New Hampshire,Manchester,Men,2275.5,0.37,Outlet
EE7026,12/17/2021,Northeast,New Hampshire,Manchester,Women,3513.6,0.4,Outlet
EE6256,1/24/2021,Northeast,New Hampshire,Manchester,Men,2197.8,0.37,Outlet
CM4548,1/24/2021,Northeast,New Hampshire,Manchester,Men,1339.2,0.4,Outlet
G54050,1/24/2021,Northeast,New Hampshire,Manchester,Women,935.55,0.27,Outlet
CI1741,1/24/2021,Northeast,New Hampshire,Manchester,Women,471.24,0.28,Outlet
EE6660,1/24/2021,Northeast,New Hampshire,Manchester,Men,896,0.28,Outlet
EE7243,1/24/2021,Northeast,New Hampshire,Manchester,Women,1377.6,0.32,Outlet
EE6668,2/22/2021,Northeast,New Hampshire,Manchester,Men,2791.28,0.37,Outlet
EE5086,2/22/2021,Northeast,New Hampshire,Manchester,Men,1234.8,0.42,Outlet
CM0027,2/22/2021,Northeast,New Hampshire,Manchester,Women,649.89,0.27,Outlet
EF8973,10/5/2021,Northeast,Connecticut,Hartford,Women,67375,0.35,In-store
G28940,11/4/2021,Northeast,Connecticut,Hartford,Men,110500,0.4,In-store
CJ8059,11/4/2021,Northeast,Connecticut,Hartford,Men,66000,0.4,In-store
CI9941,11/4/2021,Northeast,Connecticut,Hartford,Women,48675,0.3,In-store
CL4158,11/4/2021,Northeast,Connecticut,Hartford,Women,45375,0.3,In-store
BB3293,11/4/2021,Northeast,Connecticut,Hartford,Men,48750,0.3,In-store
EE5640,11/4/2021,Northeast,Connecticut,Hartford,Women,85750,0.35,In-store
CM0063,12/3/2021,Northeast,Connecticut,Hartford,Men,149500,0.4,In-store
CL9946,12/3/2021,Northeast,Connecticut,Hartford,Men,82500,0.4,In-store
CM0071,12/3/2021,Northeast,Connecticut,Hartford,Women,57750,0.3,In-store
CM0051,12/3/2021,Northeast,Connecticut,Hartford,Women,49500,0.3,In-store
CM0087,12/3/2021,Northeast,Connecticut,Hartford,Men,58500,0.3,In-store
CM0048,12/3/2021,Northeast,Connecticut,Hartford,Women,98000,0.35,In-store
CM0062,1/10/2021,Northeast,Connecticut,Hartford,Men,52062.5,0.35,In-store
G28449,1/10/2021,Northeast,Connecticut,Hartford,Men,27562.5,0.35,In-store
CM0086,1/10/2021,Northeast,Connecticut,Hartford,Women,22500,0.4,In-store
CL7643,1/10/2021,Northeast,Connecticut,Hartford,Women,9000,0.4,In-store
CM0067,1/10/2021,Northeast,Connecticut,Hartford,Men,16875,0.3,In-store
CL7559,1/10/2021,Northeast,Connecticut,Hartford,Women,31500,0.4,In-store
CJ7994,2/8/2021,Northeast,Connecticut,Hartford,Men,58187.5,0.35,In-store
CM0059,2/8/2021,Northeast,Connecticut,Hartford,Men,15312.5,0.35,In-store
CL7462,2/8/2021,Northeast,Connecticut,Hartford,Women,17500,0.4,In-store
CK9680,10/5/2021,Northeast,Connecticut,Hartford,Women,2331,0.5,Online
CM0024,11/4/2021,Northeast,Connecticut,Hartford,Men,3330,0.5,Online
CL9924,11/4/2021,Northeast,Connecticut,Hartford,Men,2227.68,0.52,Online
F34564,11/4/2021,Northeast,Connecticut,Hartford,Women,1836,0.45,Online
CJ7972,11/4/2021,Northeast,Connecticut,Hartford,Women,1680,0.42,Online
CL7283,11/4/2021,Northeast,Connecticut,Hartford,Men,1795.2,0.44,Online
CK9465,11/4/2021,Northeast,Connecticut,Hartford,Women,2991.55,0.47,Online
EE9514,12/3/2021,Northeast,Connecticut,Hartford,Men,4513.5,0.51,Online
CM0047,12/3/2021,Northeast,Connecticut,Hartford,Men,2627.01,0.51,Online
G27026,12/3/2021,Northeast,Connecticut,Hartford,Women,1980,0.45,Online
F36338,12/3/2021,Northeast,Connecticut,Hartford,Women,1936.62,0.42,Online
CJ8077,12/3/2021,Northeast,Connecticut,Hartford,Men,2106,0.45,Online
CM0028,12/3/2021,Northeast,Connecticut,Hartford,Women,3451.84,0.46,Online
CL9939,1/10/2021,Northeast,Connecticut,Hartford,Men,1798.6,0.46,Online
CM0056,1/10/2021,Northeast,Connecticut,Hartford,Men,963.9,0.45,Online
CL9916,1/10/2021,Northeast,Connecticut,Hartford,Women,831.6,0.55,Online
CL9950,1/10/2021,Northeast,Connecticut,Hartford,Women,307.4,0.53,Online
EE9973,1/10/2021,Northeast,Connecticut,Hartford,Men,580.8,0.4,Online
CL7359,1/10/2021,Northeast,Connecticut,Hartford,Women,1122.66,0.54,Online
BB7614,2/8/2021,Northeast,Connecticut,Hartford,Men,1982.54,0.49,Online
CL9965,2/8/2021,Northeast,Connecticut,Hartford,Men,575.28,0.47,Online
CQ1176,2/8/2021,Northeast,Connecticut,Hartford,Women,588,0.5,Online
CL9913,10/5/2021,Northeast,Connecticut,Hartford,Women,1816.08,0.42,Outlet
EE8115,11/4/2021,Northeast,Connecticut,Hartford,Men,3267.57,0.43,Outlet
EE7497,11/4/2021,Northeast,Connecticut,Hartford,Men,1787.1,0.46,Outlet
F97209,11/4/2021,Northeast,Connecticut,Hartford,Women,1371.96,0.37,Outlet
EE8114,11/4/2021,Northeast,Connecticut,Hartford,Women,1197.69,0.37,Outlet
CM0046,11/4/2021,Northeast,Connecticut,Hartford,Men,1393.92,0.36,Outlet
EF0133,11/4/2021,Northeast,Connecticut,Hartford,Women,2352.48,0.39,Outlet
EE9969,12/3/2021,Northeast,Connecticut,Hartford,Men,3269.7,0.42,Outlet
EG8062,12/3/2021,Northeast,Connecticut,Hartford,Men,2181.15,0.45,Outlet
EE9867,12/3/2021,Northeast,Connecticut,Hartford,Women,1646.04,0.33,Outlet
EE6187,12/3/2021,Northeast,Connecticut,Hartford,Women,1276.8,0.35,Outlet
EF1037,12/3/2021,Northeast,Connecticut,Hartford,Men,1455.3,0.35,Outlet
EE9833,12/3/2021,Northeast,Connecticut,Hartford,Women,2308.8,0.37,Outlet
EE9835,1/10/2021,Northeast,Connecticut,Hartford,Men,1439.34,0.42,Outlet
B96508,1/10/2021,Northeast,Connecticut,Hartford,Men,884.8,0.4,Outlet
AQ1136,1/10/2021,Northeast,Connecticut,Hartford,Women,574.56,0.42,Outlet
CQ2029,1/10/2021,Northeast,Connecticut,Hartford,Women,264.96,0.46,Outlet
EE9862,1/10/2021,Northeast,Connecticut,Hartford,Men,538.56,0.36,Outlet
EE8325,1/10/2021,Northeast,Connecticut,Hartford,Women,879.84,0.47,Outlet
BY2976,2/8/2021,Northeast,Connecticut,Hartford,Men,1555.2,0.4,Outlet
EE9970,2/8/2021,Northeast,Connecticut,Hartford,Men,383.76,0.39,Outlet
EE9840,2/8/2021,Northeast,Connecticut,Hartford,Women,410.22,0.43,Outlet
EF0130,10/17/2021,Northeast,West Virginia,Charleston,Women,60000,0.4,In-store
F34882,11/17/2021,Northeast,West Virginia,Charleston,Men,81000,0.4,In-store
CQ2042,11/17/2021,Northeast,West Virginia,Charleston,Men,49000,0.4,In-store
B37538,11/17/2021,Northeast,West Virginia,Charleston,Women,41300,0.4,In-store
EF0135,11/17/2021,Northeast,West Virginia,Charleston,Women,52000,0.4,In-store
AQ1141,11/17/2021,Northeast,West Virginia,Charleston,Men,78000,0.4,In-store
BD8017,11/17/2021,Northeast,West Virginia,Charleston,Women,112000,0.4,In-store
EF1036,12/16/2021,Northeast,West Virginia,Charleston,Men,169000,0.4,In-store
FV3914,12/16/2021,Northeast,West Virginia,Charleston,Men,99000,0.4,In-store
B28041,12/16/2021,Northeast,West Virginia,Charleston,Women,77000,0.4,In-store
B37534,12/16/2021,Northeast,West Virginia,Charleston,Men,91000,0.4,In-store
EF1899,12/16/2021,Northeast,West Virginia,Charleston,Women,126000,0.4,In-store
EE5615,1/24/2021,Northeast,West Virginia,Charleston,Men,59500,0.4,In-store
CQ2034,1/24/2021,Northeast,West Virginia,Charleston,Men,27562.5,0.35,In-store
EF4457,1/24/2021,Northeast,West Virginia,Charleston,Women,19687.5,0.35,In-store
CQ2530,1/24/2021,Northeast,West Virginia,Charleston,Women,7875,0.35,In-store
EE8220,1/24/2021,Northeast,West Virginia,Charleston,Men,16875,0.3,In-store
EE5182,1/24/2021,Northeast,West Virginia,Charleston,Women,23625,0.3,In-store
AW4212,2/22/2021,Northeast,West Virginia,Charleston,Men,66500,0.4,In-store
CG6025,6/22/2021,Northeast,Maryland,Baltimore,Women,24500,0.35,In-store
EE5175,6/22/2021,Northeast,Maryland,Baltimore,Women,21000,0.35,In-store
CG6142,6/22/2021,Northeast,Maryland,Baltimore,Men,22500,0.3,In-store
EE5917,6/22/2021,Northeast,Maryland,Baltimore,Women,49500,0.3,In-store
EE5567,7/20/2021,Northeast,Maryland,Baltimore,Men,105000,0.4,In-store
DA8966,10/22/2021,Northeast,Maryland,Baltimore,Women,13125,0.35,In-store
EE4679,10/22/2021,Northeast,Maryland,Baltimore,Men,13500,0.3,In-store
F34751,10/22/2021,Northeast,Maryland,Baltimore,Women,39000,0.3,In-store
EE4682,11/21/2021,Northeast,Maryland,Baltimore,Men,84000,0.4,In-store
F36389,11/21/2021,Northeast,Maryland,Baltimore,Men,30625,0.35,In-store
CK9720,11/21/2021,Northeast,Maryland,Baltimore,Women,29750,0.35,In-store
CG3527,11/21/2021,Northeast,Maryland,Baltimore,Women,26250,0.35,In-store
EF3533,11/21/2021,Northeast,Maryland,Baltimore,Men,22500,0.3,In-store
CK9728,11/21/2021,Northeast,Maryland,Baltimore,Women,43875,0.3,In-store
BB7218,12/20/2021,Northeast,Maryland,Baltimore,Men,108000,0.4,In-store
BB2270,12/20/2021,Northeast,Maryland,Baltimore,Men,43750,0.35,In-store
BB7235,12/20/2021,Northeast,Maryland,Baltimore,Women,39375,0.35,In-store
BB7231,12/20/2021,Northeast,Maryland,Baltimore,Women,30625,0.35,In-store
BB7219,12/20/2021,Northeast,Maryland,Baltimore,Men,31500,0.3,In-store
CL4155,12/20/2021,Northeast,Maryland,Baltimore,Women,53625,0.3,In-store
EE5876,1/17/2021,Northeast,Maryland,Baltimore,Men,73500,0.35,In-store
EE5303,1/17/2021,Northeast,Maryland,Baltimore,Men,45500,0.35,In-store
EE4938,1/17/2021,Northeast,Maryland,Baltimore,Women,39000,0.4,In-store
EE5179,1/17/2021,Northeast,Maryland,Baltimore,Women,24500,0.4,In-store
BZ0632,1/17/2021,Northeast,Maryland,Baltimore,Men,33750,0.3,In-store
CM4550,1/17/2021,Northeast,Maryland,Baltimore,Women,52000,0.4,In-store
CL9934,2/15/2021,Northeast,Maryland,Baltimore,Men,80500,0.35,In-store
CL7379,2/15/2021,Northeast,Maryland,Baltimore,Men,31500,0.35,In-store
CL9919,2/15/2021,Northeast,Maryland,Baltimore,Women,33000,0.4,In-store
G27860,10/17/2021,Northeast,West Virginia,Charleston,Women,1974,0.5,Online
CJ3412,11/17/2021,Northeast,West Virginia,Charleston,Men,2676.96,0.52,Online
CL7631,11/17/2021,Northeast,West Virginia,Charleston,Men,1661.55,0.53,Online
CL7273,11/17/2021,Northeast,West Virginia,Charleston,Women,1232,0.5,Online
CL7630,11/17/2021,Northeast,West Virginia,Charleston,Women,1901.9,0.55,Online
EE9848,11/17/2021,Northeast,West Virginia,Charleston,Men,2563.08,0.53,Online
CL7617,11/17/2021,Northeast,West Virginia,Charleston,Women,3264,0.51,Online
BB9775,12/16/2021,Northeast,West Virginia,Charleston,Men,5491.2,0.52,Online
CL7536,12/16/2021,Northeast,West Virginia,Charleston,Men,3650.4,0.52,Online
B37343,12/16/2021,Northeast,West Virginia,Charleston,Women,2757.06,0.51,Online
G28225,12/16/2021,Northeast,West Virginia,Charleston,Men,2897.5,0.5,Online
DB3539,12/16/2021,Northeast,West Virginia,Charleston,Women,4562.8,0.55,Online
G26777,1/24/2021,Northeast,West Virginia,Charleston,Men,1749,0.5,Online
CJ0081,1/24/2021,Northeast,West Virginia,Charleston,Men,1086.64,0.47,Online
EE8333,1/24/2021,Northeast,West Virginia,Charleston,Women,695.52,0.46,Online
CQ1175,1/24/2021,Northeast,West Virginia,Charleston,Women,280,0.5,Online
DA9306,1/24/2021,Northeast,West Virginia,Charleston,Men,595.98,0.43,Online
F36163,1/24/2021,Northeast,West Virginia,Charleston,Women,778.8,0.4,Online
CL7411,2/22/2021,Northeast,West Virginia,Charleston,Men,2340.48,0.53,Online
CL7444,6/22/2021,Northeast,Maryland,Baltimore,Women,869.5,0.5,Online
EE7879,6/22/2021,Northeast,Maryland,Baltimore,Women,814,0.5,Online
EE9676,6/22/2021,Northeast,Maryland,Baltimore,Men,905.52,0.44,Online
EE7600,6/22/2021,Northeast,Maryland,Baltimore,Women,2003.4,0.45,Online
EF0128,7/20/2021,Northeast,Maryland,Baltimore,Men,3337.88,0.52,Online
EG3489,10/22/2021,Northeast,Maryland,Baltimore,Women,514.5,0.5,Online
CM4733,10/22/2021,Northeast,Maryland,Baltimore,Men,448,0.4,Online
CM0025,10/22/2021,Northeast,Maryland,Baltimore,Women,1248,0.4,Online
CM4734,11/21/2021,Northeast,Maryland,Baltimore,Men,2807.2,0.55,Online
CM4736,11/21/2021,Northeast,Maryland,Baltimore,Men,1078.65,0.47,Online
CM4865,11/21/2021,Northeast,Maryland,Baltimore,Women,1176,0.5,Online
CM4909,11/21/2021,Northeast,Maryland,Baltimore,Women,905.28,0.46,Online
CM4664,11/21/2021,Northeast,Maryland,Baltimore,Men,763.84,0.44,Online
CM4798,11/21/2021,Northeast,Maryland,Baltimore,Women,1679.58,0.43,Online
CM4972,12/20/2021,Northeast,Maryland,Baltimore,Men,3477,0.5,Online
EG8063,12/20/2021,Northeast,Maryland,Baltimore,Men,1495,0.5,Online
CM4799,12/20/2021,Northeast,Maryland,Baltimore,Women,1374.75,0.47,Online
CM4665,12/20/2021,Northeast,Maryland,Baltimore,Women,1013.32,0.47,Online
CM4908,12/20/2021,Northeast,Maryland,Baltimore,Men,1129.14,0.41,Online
CM4666,12/20/2021,Northeast,Maryland,Baltimore,Women,1844.64,0.42,Online
CM4973,1/17/2021,Northeast,Maryland,Baltimore,Men,2219.4,0.45,Online
CM4632,1/17/2021,Northeast,Maryland,Baltimore,Men,1539,0.5,Online
CM4647,1/17/2021,Northeast,Maryland,Baltimore,Women,1398.67,0.53,Online
CM4868,1/17/2021,Northeast,Maryland,Baltimore,Women,827.2,0.55,Online
CM4646,1/17/2021,Northeast,Maryland,Baltimore,Men,1214.22,0.42,Online
CM4718,1/17/2021,Northeast,Maryland,Baltimore,Women,1487.16,0.51,Online
CM4693,2/15/2021,Northeast,Maryland,Baltimore,Men,2808,0.5,Online
CM4904,2/15/2021,Northeast,Maryland,Baltimore,Men,1038.22,0.46,Online
CM4774,2/15/2021,Northeast,Maryland,Baltimore,Women,950.13,0.51,Online
CM4617,10/15/2021,Northeast,Massachusetts,Boston,Women,47250,0.3,In-store
CM4935,11/14/2021,Northeast,Massachusetts,Boston,Men,73125,0.3,In-store
CM4755,11/14/2021,Northeast,Massachusetts,Boston,Men,49500,0.3,In-store
EF1224,11/14/2021,Northeast,Massachusetts,Boston,Women,40562.5,0.25,In-store
D96450,11/14/2021,Northeast,Massachusetts,Boston,Women,37812.5,0.25,In-store
CM4618,11/14/2021,Northeast,Massachusetts,Boston,Men,40625,0.25,In-store
AQ0886,11/14/2021,Northeast,Massachusetts,Boston,Women,73500,0.3,In-store
B28068,12/13/2021,Northeast,Massachusetts,Boston,Men,112125,0.3,In-store
CQ2618,12/13/2021,Northeast,Massachusetts,Boston,Men,61875,0.3,In-store
CM4694,12/13/2021,Northeast,Massachusetts,Boston,Women,48125,0.25,In-store
FV4049,12/13/2021,Northeast,Massachusetts,Boston,Women,41250,0.25,In-store
G27721,12/13/2021,Northeast,Massachusetts,Boston,Men,48750,0.25,In-store
BD7791,12/13/2021,Northeast,Massachusetts,Boston,Women,84000,0.3,In-store
AQ1220,1/14/2021,Northeast,Massachusetts,Boston,Men,106312.5,0.45,In-store
FV4329,1/14/2021,Northeast,Massachusetts,Boston,Men,65812.5,0.45,In-store
FV4057,1/14/2021,Northeast,Massachusetts,Boston,Women,39812.5,0.35,In-store
FV4044,1/14/2021,Northeast,Massachusetts,Boston,Women,24500,0.35,In-store
FV4325,1/14/2021,Northeast,Massachusetts,Boston,Men,43312.5,0.35,In-store
FV4331,1/14/2021,Northeast,Massachusetts,Boston,Women,58500,0.4,In-store
FV4359,2/12/2021,Northeast,Massachusetts,Boston,Men,116437.5,0.45,In-store
FV4319,2/12/2021,Northeast,Massachusetts,Boston,Men,45562.5,0.45,In-store
FV3700,2/12/2021,Northeast,Massachusetts,Boston,Women,33687.5,0.35,In-store
FV4318,10/15/2021,Northeast,Massachusetts,Boston,Women,1887.6,0.44,Online
CG6130,11/14/2021,Northeast,Massachusetts,Boston,Men,3012.58,0.43,Online
CG4050,11/14/2021,Northeast,Massachusetts,Boston,Men,2059.2,0.44,Online
FV4330,11/14/2021,Northeast,Massachusetts,Boston,Women,1494,0.36,Online
FV4317,11/14/2021,Northeast,Massachusetts,Boston,Women,1591.2,0.39,Online
DB0444,11/14/2021,Northeast,Massachusetts,Boston,Men,1675.8,0.38,Online
F36255,11/14/2021,Northeast,Massachusetts,Boston,Women,2822.4,0.45,Online
B96474,12/13/2021,Northeast,Massachusetts,Boston,Men,3936,0.41,Online
B37530,12/13/2021,Northeast,Massachusetts,Boston,Men,2226,0.4,Online
B37528,12/13/2021,Northeast,Massachusetts,Boston,Women,1949.22,0.39,Online
FV4350,12/13/2021,Northeast,Massachusetts,Boston,Women,1482,0.38,Online
B44830,12/13/2021,Northeast,Massachusetts,Boston,Men,2031.12,0.39,Online
B37942,12/13/2021,Northeast,Massachusetts,Boston,Women,3203.2,0.44,Online
B96551,1/14/2021,Northeast,Massachusetts,Boston,Men,3678.4,0.55,Online
B43884,1/14/2021,Northeast,Massachusetts,Boston,Men,2368.8,0.6,Online
B75587,1/14/2021,Northeast,Massachusetts,Boston,Women,1310.4,0.45,Online
F36513,1/14/2021,Northeast,Massachusetts,Boston,Women,840.84,0.49,Online
F34341,1/14/2021,Northeast,Massachusetts,Boston,Men,1661.92,0.47,Online
D96552,1/14/2021,Northeast,Massachusetts,Boston,Women,2199.12,0.51,Online
D98204,2/12/2021,Northeast,Massachusetts,Boston,Men,3834.32,0.56,Online
G26782,2/12/2021,Northeast,Massachusetts,Boston,Men,1610.4,0.6,Online
EE4950,2/12/2021,Northeast,Massachusetts,Boston,Women,1221,0.5,Online
EE5018,10/15/2021,Northeast,Massachusetts,Boston,Women,1213.8,0.35,Outlet
EE5907,11/14/2021,Northeast,Massachusetts,Boston,Men,2058,0.35,Outlet
BY9250,11/14/2021,Northeast,Massachusetts,Boston,Men,1428,0.35,Outlet
BB2042,11/14/2021,Northeast,Massachusetts,Boston,Women,1201.2,0.3,Outlet
EF0321,11/14/2021,Northeast,Massachusetts,Boston,Women,1010.94,0.29,Outlet
BB2278,11/14/2021,Northeast,Massachusetts,Boston,Men,1248,0.32,Outlet
EE4926,11/14/2021,Northeast,Massachusetts,Boston,Women,2066.4,0.35,Outlet
EE4918,12/13/2021,Northeast,Massachusetts,Boston,Men,3177.3,0.35,Outlet
EE4928,12/13/2021,Northeast,Massachusetts,Boston,Men,1337.92,0.32,Outlet
EE8218,12/13/2021,Northeast,Massachusetts,Boston,Women,1088.64,0.27,Outlet
EE5150,12/13/2021,Northeast,Massachusetts,Boston,Women,1264.2,0.28,Outlet
B22706,12/13/2021,Northeast,Massachusetts,Boston,Men,1357.2,0.29,Outlet
CQ2740,12/13/2021,Northeast,Massachusetts,Boston,Women,2154.24,0.33,Outlet
CQ2105,1/14/2021,Northeast,Massachusetts,Boston,Men,3257.8,0.52,Outlet
CQ2106,1/14/2021,Northeast,Massachusetts,Boston,Men,1887.48,0.49,Outlet
EF3534,1/14/2021,Northeast,Massachusetts,Boston,Women,1090.8,0.4,Outlet
CQ3012,1/14/2021,Northeast,Massachusetts,Boston,Women,599.43,0.39,Outlet
DB3277,1/14/2021,Northeast,Massachusetts,Boston,Men,1061.9,0.41,Outlet
CQ2032,1/14/2021,Northeast,Massachusetts,Boston,Women,1520.48,0.43,Outlet
BB6708,2/12/2021,Northeast,Massachusetts,Boston,Men,2853.84,0.47,Outlet
CM4937,2/12/2021,Northeast,Massachusetts,Boston,Men,1116.72,0.47,Outlet
CM4756,2/12/2021,Northeast,Massachusetts,Boston,Women,850,0.4,Outlet
CM4619,2/19/2021,Northeast,New Hampshire,Manchester,Women,27000,0.3,In-store
CG6048,2/19/2021,Northeast,New Hampshire,Manchester,Men,49500,0.3,In-store
CG5673,2/19/2021,Northeast,New Hampshire,Manchester,Women,65625,0.35,In-store
EE9726,3/17/2021,Northeast,New Hampshire,Manchester,Men,114000,0.4,In-store
EF1421,3/17/2021,Northeast,New Hampshire,Manchester,Men,55000,0.4,In-store
EF0786,3/17/2021,Northeast,New Hampshire,Manchester,Women,36000,0.3,In-store
EE9722,3/17/2021,Northeast,New Hampshire,Manchester,Women,20250,0.3,In-store
EF1424,3/17/2021,Northeast,New Hampshire,Manchester,Men,36000,0.3,In-store
G27273,3/17/2021,Northeast,New Hampshire,Manchester,Women,52500,0.35,In-store
EF0812,4/18/2021,Northeast,New Hampshire,Manchester,Men,110000,0.4,In-store
G28062,4/18/2021,Northeast,New Hampshire,Manchester,Men,50000,0.4,In-store
EF0789,4/18/2021,Northeast,New Hampshire,Manchester,Women,30000,0.3,In-store
EF0787,4/18/2021,Northeast,New Hampshire,Manchester,Women,23625,0.3,In-store
G26994,4/18/2021,Northeast,New Hampshire,Manchester,Men,31500,0.3,In-store
F34099,4/18/2021,Northeast,New Hampshire,Manchester,Women,56875,0.35,In-store
EF1581,5/17/2021,Northeast,New Hampshire,Manchester,Men,154700,0.4,In-store
G28058,5/17/2021,Northeast,New Hampshire,Manchester,Men,72000,0.4,In-store
G27403,5/17/2021,Northeast,New Hampshire,Manchester,Women,53625,0.3,In-store
G26939,5/17/2021,Northeast,New Hampshire,Manchester,Women,45375,0.3,In-store
G28202,5/17/2021,Northeast,New Hampshire,Manchester,Men,58500,0.3,In-store
EF1164,5/17/2021,Northeast,New Hampshire,Manchester,Women,104125,0.35,In-store
EF8904,6/19/2021,Northeast,New Hampshire,Manchester,Men,175500,0.4,In-store
G28450,6/19/2021,Northeast,New Hampshire,Manchester,Men,102000,0.4,In-store
CM4759,6/19/2021,Northeast,New Hampshire,Manchester,Women,57750,0.3,In-store
EF8903,6/19/2021,Northeast,New Hampshire,Manchester,Women,53625,0.3,In-store
F35445,6/19/2021,Northeast,New Hampshire,Manchester,Men,63375,0.3,In-store
B75807,6/19/2021,Northeast,New Hampshire,Manchester,Women,116375,0.35,In-store
CJ0079,7/17/2021,Northeast,New Hampshire,Manchester,Men,182000,0.4,In-store
CM0084,7/17/2021,Northeast,New Hampshire,Manchester,Men,108000,0.4,Outlet
EE5358,7/17/2021,Northeast,New Hampshire,Manchester,Women,61875,0.3,Outlet
B96556,7/17/2021,Northeast,New Hampshire,Manchester,Women,53625,0.3,Outlet
CM0035,7/17/2021,Northeast,New Hampshire,Manchester,Men,68250,0.3,Outlet
EE4572,7/17/2021,Northeast,New Hampshire,Manchester,Women,128625,0.35,Outlet
CL7309,8/18/2021,Northeast,New Hampshire,Manchester,Men,175500,0.4,Outlet
CL7610,8/18/2021,Northeast,New Hampshire,Manchester,Men,108000,0.4,Outlet
B37616,8/18/2021,Northeast,New Hampshire,Manchester,Women,61875,0.3,Outlet
FV3032,8/18/2021,Northeast,New Hampshire,Manchester,Women,45375,0.3,Outlet
BD7597,8/18/2021,Northeast,New Hampshire,Manchester,Men,48750,0.3,Outlet
BZ0085,8/18/2021,Northeast,New Hampshire,Manchester,Women,104125,0.35,Outlet
EE5083,9/17/2021,Northeast,New Hampshire,Manchester,Men,143000,0.4,Outlet
CL7561,9/17/2021,Northeast,New Hampshire,Manchester,Men,84000,0.4,Outlet
F97208,9/17/2021,Northeast,New Hampshire,Manchester,Women,41250,0.3,Outlet
EE5404,9/17/2021,Northeast,New Hampshire,Manchester,Women,37125,0.3,Outlet
CL9998,9/17/2021,Northeast,New Hampshire,Manchester,Men,43875,0.3,Outlet
EE8373,9/17/2021,Northeast,New Hampshire,Manchester,Women,79625,0.35,Outlet
F36418,2/19/2021,Northeast,New Hampshire,Manchester,Women,1047.48,0.43,Online
CL9921,2/19/2021,Northeast,New Hampshire,Manchester,Men,1998.64,0.43,Online
